full address,latitude,longitude,Pojemnosc,Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Ilość poj.,Kod odpadu,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups,outliner,new_frequency
"Poland, 05-500 , Piaseczno, Kwiatów Polskich, 18",52.07143020629883,20.999725341796875,64.80000000000001,BWB,05-500 ,Piaseczno,Kwiatów Polskich,18.0,1.0,150101_200201,4 piątek,1 raz w miesiącu,4,Pt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 05-825, Odrano-Wola, Osowiecka, 32",52.06768035888672,20.63762664794922,297.0,BRA,05-825,Odrano-Wola,Osowiecka,32.0,1.0,150101_200201,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 96-300, Żyrardów, Dekerta, 30",52.05310821533203,20.44471549987793,297.0,BRB,96-300,Żyrardów,Dekerta,30.0,1.0,150101_200201,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 96-300, Żyrardów, Sikorskiego, 13",52.04981231689453,20.430227279663086,297.0,BRC,96-300,Żyrardów,Sikorskiego,13.0,1.0,150101_200201,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 96-300, Żyrardów, Czysta, 5",52.06209945678711,20.42588233947754,297.0,BRB,96-300,Żyrardów,Czysta,5.0,1.0,150101_200201,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 96-313, Jaktorów, Chełmońskiego, 6",52.08494186401367,20.553144454956055,297.0,BRB,96-313,Jaktorów,Chełmońskiego,6.0,1.0,150101_200201,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 05-825, Grodzisk Mazowiecki, Bałtycka, 23",52.1048583984375,20.617525100708008,297.0,BRC,05-825,Grodzisk Mazowiecki,Bałtycka,23.0,1.0,150101_200201,2 i 4 piątek,2 razy w miesiącu,"2, 4",Pt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 05-825, Grodzisk Mazowiecki, Żwirki i Wigury, 26",52.10655212402344,20.61893081665039,297.0,BRC,05-825,Grodzisk Mazowiecki,Żwirki i Wigury,26.0,1.0,150101_200201,4 piątek,1 raz w miesiącu,4,Pt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 05-825, Grodzisk Mazowiecki, Kopernika, 31",52.108055114746094,20.6380558013916,64.80000000000001,BRB,05-825,Grodzisk Mazowiecki,Kopernika,31.0,1.0,150101_200201,co tydzień piątek,1 raz w tygodniu,"1, 2, 3, 4",Pt,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4Pt,4Pt_B_150101_200201,1.0,4Pt_B_150101_200201
"Poland, 05-825, Grodzisk Mazowiecki, Rusałki, 24",52.11336898803711,20.647611618041992,54.0,BRC,05-825,Grodzisk Mazowiecki,Rusałki,24.0,1.0,150102_150106_150104_200139,1 czwartek,1 raz w miesiącu,1,Cz,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 05-825, Odrano-Wola, Grota Roweckiego, 6",52.09539794921875,20.63882064819336,54.0,BRB,05-825,Odrano-Wola,Grota Roweckiego,6.0,1.0,150102_150106_150104_200139,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 05-825, Kozerki, Wenus, 23",52.091861724853516,20.590839385986328,27.0,BRC,05-825,Kozerki,Wenus,23.0,1.0,150102_150106_150104_200139,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Okrężna, 34",52.097591400146484,20.662858963012695,247.5,BRC,05-825,Grodzisk Mazowiecki,Okrężna,34.0,1.0,150102_150106_150104_200139,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Graniczna, 11",52.05026626586914,20.725481033325195,1575.0,BRA,05-825,Grodzisk Mazowiecki,Graniczna,11.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 96-314, Baranów, Południowa, 14",52.16609573364258,20.44722557067871,247.5,BRA,96-314,Baranów,Południowa,14.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1Cz,1Cz_B_150102_150106_150104_200139,1.0,1Cz_B_150102_150106_150104_200139
"Poland, 05-831, Rozalin, Kawalerska, 28",52.05311584472656,20.750537872314453,27.0,BHC,05-831,Rozalin,Kawalerska,28.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Graniczna, 11",52.05026626586914,20.725481033325195,1575.0,BRA,05-825,Grodzisk Mazowiecki,Graniczna,11.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-552, Mroków, Szkolna, 16",52.039241790771484,20.84100341796875,247.5,BWC,05-552,Mroków,Szkolna,16.0,1.0,150102_150106_150104_200139,2 czwartek,1 raz w miesiącu,2,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-830, Wolica, Św. Piotra I Pawła, 7",52.12077331542969,20.863527297973633,27.0,BHC,05-830,Wolica,Św. Piotra I Pawła,7.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-825, Odrano-Wola, Grota Roweckiego, 6",52.09539794921875,20.63882064819336,54.0,BRB,05-825,Odrano-Wola,Grota Roweckiego,6.0,1.0,150102_150106_150104_200139,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 96-313, Chylice, Wojtkiewicza, 33",52.07852554321289,20.56484603881836,27.0,BRC,96-313,Chylice,Wojtkiewicza,33.0,1.0,150102_150106_150104_200139,2 czwartek,1 raz w miesiącu,2,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Limanowskiego, 8",52.1076774597168,20.621597290039062,54.0,BRC,05-825,Grodzisk Mazowiecki,Limanowskiego,8.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Henryka Sienkiewicza, 21",52.102813720703125,20.63031578063965,247.5,BRB,05-825,Grodzisk Mazowiecki,Henryka Sienkiewicza,21.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Słowackiego, 32",52.116127014160156,20.63252830505371,247.5,BRC,05-825,Grodzisk Mazowiecki,Słowackiego,32.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 96-314, Baranów, Południowa, 14",52.16609573364258,20.44722557067871,247.5,BRA,96-314,Baranów,Południowa,14.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2Cz,2Cz_B_150102_150106_150104_200139,1.0,2Cz_B_150102_150106_150104_200139
"Poland, 96-314, Baranów, Południowa, 14",52.16609573364258,20.44722557067871,247.5,BRA,96-314,Baranów,Południowa,14.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_150102_150106_150104_200139,1.0,3Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Graniczna, 11",52.05026626586914,20.725481033325195,1575.0,BRA,05-825,Grodzisk Mazowiecki,Graniczna,11.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_150102_150106_150104_200139,1.0,3Cz_B_150102_150106_150104_200139
"Poland, 05-825, Kozerki, Wenus, 23",52.091861724853516,20.590839385986328,27.0,BRC,05-825,Kozerki,Wenus,23.0,1.0,150102_150106_150104_200139,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Cz,3Cz_B_150102_150106_150104_200139,1.0,3Cz_B_150102_150106_150104_200139
"Poland, 05-825, Odrano-Wola, Grota Roweckiego, 6",52.09539794921875,20.63882064819336,54.0,BRB,05-825,Odrano-Wola,Grota Roweckiego,6.0,1.0,150102_150106_150104_200139,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3Cz,3Cz_B_150102_150106_150104_200139,1.0,3Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Okrężna, 34",52.097591400146484,20.662858963012695,247.5,BRC,05-825,Grodzisk Mazowiecki,Okrężna,34.0,1.0,150102_150106_150104_200139,1 i 3 czwartek,2 razy w miesiącu,"1, 3",Cz,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Cz,3Cz_B_150102_150106_150104_200139,1.0,3Cz_B_150102_150106_150104_200139
"Poland, 96-314, Baranów, Południowa, 14",52.16609573364258,20.44722557067871,247.5,BRA,96-314,Baranów,Południowa,14.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-830, Wolica, Św. Piotra I Pawła, 7",52.12077331542969,20.863527297973633,27.0,BHC,05-830,Wolica,Św. Piotra I Pawła,7.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-831, Rozalin, Kawalerska, 28",52.05311584472656,20.750537872314453,27.0,BHC,05-831,Rozalin,Kawalerska,28.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Graniczna, 11",52.05026626586914,20.725481033325195,1575.0,BRA,05-825,Grodzisk Mazowiecki,Graniczna,11.0,1.0,150102_150106_150104_200139,poniedziałek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Pn, Cz",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Odrano-Wola, Grota Roweckiego, 6",52.09539794921875,20.63882064819336,54.0,BRB,05-825,Odrano-Wola,Grota Roweckiego,6.0,1.0,150102_150106_150104_200139,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Henryka Sienkiewicza, 21",52.102813720703125,20.63031578063965,247.5,BRB,05-825,Grodzisk Mazowiecki,Henryka Sienkiewicza,21.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, H. Sienkiewicza, 14",52.10321044921875,20.630197525024414,27.0,BRC,05-825,Grodzisk Mazowiecki,H. Sienkiewicza,14.0,1.0,150102_150106_150104_200139,4 czwartek,1 raz w miesiącu,4,Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Limanowskiego, 8",52.1076774597168,20.621597290039062,54.0,BRC,05-825,Grodzisk Mazowiecki,Limanowskiego,8.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 05-825, Grodzisk Mazowiecki, Słowackiego, 32",52.116127014160156,20.63252830505371,247.5,BRC,05-825,Grodzisk Mazowiecki,Słowackiego,32.0,1.0,150102_150106_150104_200139,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_150102_150106_150104_200139,1.0,4Cz_B_150102_150106_150104_200139
"Poland, 02-496, Warszawa, Orłów Piastowskich, 23",52.20118713378906,20.868030548095703,60.0,BWC,02-496,Warszawa,Orłów Piastowskich,23.0,1.0,150107_200102,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 00-791, Warszawa, Słoneczna, 16",52.20783996582031,21.025775909423828,120.0,BWB,00-791,Warszawa,Słoneczna,16.0,1.0,150107_200102,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 00-739, Warszawa, Stępińska, 29",52.2061882019043,21.037256240844727,60.0,BWB,00-739,Warszawa,Stępińska,29.0,1.0,150107_200102,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 00-722, Warszawa, Podchorążych, 28",52.208553314208984,21.044946670532227,60.0,BWB,00-722,Warszawa,Podchorążych,28.0,1.0,150107_200102,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 02-691, Warszawa, Obrzeżna, 24",52.174713134765625,21.001283645629883,120.0,BWB,02-691,Warszawa,Obrzeżna,24.0,1.0,150107_200102,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 05-806 , Komorów, Jana Matejki, 11",52.14567947387695,20.81106948852539,550.0,BHC,05-806 ,Komorów,Jana Matejki,11.0,1.0,150107_200102,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1Sr,1Sr_B_150107_200102,1.0,1Sr_B_150107_200102
"Poland, 02-496, Warszawa, Orłów Piastowskich, 23",52.20118713378906,20.868030548095703,60.0,BWC,02-496,Warszawa,Orłów Piastowskich,23.0,1.0,150107_200102,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150107_200102,1.0,3Sr_B_150107_200102
"Poland, 00-791, Warszawa, Słoneczna, 16",52.20783996582031,21.025775909423828,120.0,BWB,00-791,Warszawa,Słoneczna,16.0,1.0,150107_200102,1 i 3 środa,2 razy w miesiącu,"1, 3",Sr,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3Sr,3Sr_B_150107_200102,1.0,3Sr_B_150107_200102
"Poland, 00-739, Warszawa, Stępińska, 29",52.2061882019043,21.037256240844727,60.0,BWB,00-739,Warszawa,Stępińska,29.0,1.0,150107_200102,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150107_200102,1.0,3Sr_B_150107_200102
"Poland, 00-722, Warszawa, Podchorążych, 28",52.208553314208984,21.044946670532227,60.0,BWB,00-722,Warszawa,Podchorążych,28.0,1.0,150107_200102,co tydzień środa,1 raz w tygodniu,"1, 2, 3, 4",Sr,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3Sr,3Sr_B_150107_200102,1.0,3Sr_B_150107_200102
